                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                 1.8853,                 1.0625,                 1.0254,                0.52302,                 0.5654,                0.55085,                0.21553,                 2.1824,                 1.3535,                 1.1479,              0.0051292,              0.0051292,              0.0051292
                    125,                 1.9897,                 1.0457,                 1.0392,                0.67025,                 0.6202,                0.67083,                0.29615,                 1.9488,                 1.1106,                 1.1019,              0.0050896,              0.0050896,              0.0050896
                    126,                 1.8877,                  1.076,                 1.0761,                0.49774,                0.67047,                 0.6025,                0.20939,                 2.2687,                 1.1369,                 1.1358,                0.00505,                0.00505,                0.00505
                    127,                 1.9443,                0.98635,                 1.0277,                0.58182,                0.73868,                  0.723,                0.32923,                 1.8947,                 1.0358,                 1.0906,              0.0050104,              0.0050104,              0.0050104
                    128,                  1.813,                 1.0192,                 1.0522,                0.66935,                0.68125,                0.72441,                0.29489,                  1.987,                0.99667,                 1.1029,              0.0049708,              0.0049708,              0.0049708
                    129,                 1.6013,                0.88104,                 1.0279,                0.67734,                0.69489,                0.75376,                 0.3031,                 1.9946,                 1.0603,                 1.1021,              0.0049312,              0.0049312,              0.0049312
                    130,                 2.0059,                 1.1183,                 1.0293,                0.67013,                0.66599,                0.72222,                0.32398,                  1.906,                 0.9901,                 1.0947,              0.0048916,              0.0048916,              0.0048916
                    131,                 1.6257,                0.94189,                 1.0207,                0.58832,                0.59079,                0.64131,                0.23818,                 2.2168,                 1.1136,                 1.1469,               0.004852,               0.004852,               0.004852
                    132,                 2.1282,                 1.0186,                 1.0292,                0.58575,                0.59819,                 0.6426,                0.26231,                 2.0939,                 1.1318,                 1.1188,              0.0048124,              0.0048124,              0.0048124
                    133,                 1.8446,                  1.115,                  1.025,                0.52121,                 0.6337,                0.63859,                0.28062,                 2.0363,                 1.1058,                 1.1352,              0.0047728,              0.0047728,              0.0047728
                    134,                  1.655,                0.92486,                 1.0209,                0.57981,                0.52193,                0.59793,                0.20741,                  2.333,                 1.1318,                 1.1714,              0.0047332,              0.0047332,              0.0047332
                    135,                 1.7275,                0.85045,                 1.0059,                0.66482,                0.56084,                0.65903,                0.25803,                 2.1094,                 1.0815,                 1.1339,              0.0046936,              0.0046936,              0.0046936
                    136,                 1.8738,                  1.014,                  1.035,                 0.6217,                0.53641,                0.60116,                0.23242,                 2.1825,                 1.0786,                 1.1268,               0.004654,               0.004654,               0.004654
                    137,                 1.7942,                0.91385,                 1.0097,                0.65941,                0.60181,                  0.663,                 0.2502,                  2.086,                 1.0108,                 1.1308,              0.0046144,              0.0046144,              0.0046144
                    138,                 1.5395,                0.87276,                 0.9945,                0.67409,                0.64982,                0.71241,                0.29924,                 2.0356,                  1.023,                 1.1196,              0.0045748,              0.0045748,              0.0045748
                    139,                 2.1071,                 1.0206,                  1.041,                0.59523,                 0.6663,                0.68614,                0.26108,                 2.1899,                 1.0715,                 1.1054,              0.0045352,              0.0045352,              0.0045352
                    140,                  2.037,                 1.0212,                 1.0317,                0.68605,                0.68551,                0.73829,                0.29466,                 2.0079,                0.98562,                 1.1017,              0.0044956,              0.0044956,              0.0044956
                    141,                 2.1822,                  1.176,                 1.1011,                0.58298,                0.61866,                0.61683,                0.21723,                  2.235,                 1.0278,                  1.128,               0.004456,               0.004456,               0.004456
                    142,                 1.7283,                0.90078,                 1.0081,                0.72844,                0.70199,                0.76521,                0.32153,                 1.9382,                0.94862,                 1.0858,              0.0044164,              0.0044164,              0.0044164
                    143,                 1.6424,                  1.094,                 1.0049,                0.71145,                0.73288,                0.73039,                0.30221,                  1.982,                 1.1048,                 1.0928,              0.0043768,              0.0043768,              0.0043768
                    144,                 1.5228,                0.96852,                 1.0143,                0.75784,                0.74058,                0.76136,                0.30815,                 2.0346,                 1.0001,                 1.1057,              0.0043372,              0.0043372,              0.0043372
                    145,                  1.953,                 1.0103,                 1.1059,                0.72091,                0.68732,                  0.734,                 0.3083,                 1.9407,                0.98176,                 1.0878,              0.0042976,              0.0042976,              0.0042976
                    146,                 1.8897,                0.94344,                 1.0264,                 0.5854,                 0.6106,                0.59298,                0.20104,                 2.3267,                  1.079,                 1.1285,               0.004258,               0.004258,               0.004258
                    147,                 1.7852,                0.91314,                 1.0144,                0.74796,                0.65271,                0.72557,                0.28061,                 2.0715,                0.99064,                 1.1029,              0.0042184,              0.0042184,              0.0042184
                    148,                 1.5264,                0.83948,                 1.0126,                0.76182,                 0.7081,                 0.7706,                0.34518,                 1.8954,                0.92181,                 1.0815,              0.0041788,              0.0041788,              0.0041788
                    149,                 1.6361,                0.87247,                0.98982,                0.68969,                 0.5837,                  0.656,                0.24133,                  2.158,                 1.0247,                 1.1136,              0.0041392,              0.0041392,              0.0041392
                    150,                 1.7131,                0.89382,                 1.0091,                0.59303,                 0.6077,                0.64337,                0.28571,                 1.9792,                 1.0864,                 1.1387,              0.0040996,              0.0040996,              0.0040996
                    151,                 1.7809,                0.87226,                0.98841,                0.55527,                0.46947,                0.49696,                0.18831,                 2.2871,                 1.2461,                 1.1898,                0.00406,                0.00406,                0.00406
                    152,                 1.6243,                0.83814,                 1.0116,                0.46501,                0.52129,                0.51541,                0.20085,                 2.2184,                 1.2978,                 1.2223,              0.0040204,              0.0040204,              0.0040204
                    153,                 1.5257,                0.81155,                 1.0038,                0.48032,                0.54629,                0.53167,                0.23855,                 2.0665,                 1.2873,                 1.2163,              0.0039808,              0.0039808,              0.0039808
                    154,                 1.7085,                0.90138,                0.98924,                 0.4516,                0.42889,                0.43474,                0.16034,                  2.365,                 1.4494,                 1.2818,              0.0039412,              0.0039412,              0.0039412
                    155,                 1.5938,                0.98682,                0.99076,                 0.5953,                0.59203,                0.63055,                 0.2549,                  2.104,                 1.1066,                 1.1345,              0.0039016,              0.0039016,              0.0039016
                    156,                 1.5723,                0.86036,                  0.999,                 0.5366,                0.54482,                0.56597,                0.19504,                 2.4207,                 1.1423,                 1.1799,               0.003862,               0.003862,               0.003862
                    157,                 1.7599,                0.83209,                0.98089,                0.56678,                0.60679,                0.61109,                0.24001,                 2.2072,                 1.0729,                 1.1482,              0.0038224,              0.0038224,              0.0038224
                    158,                 1.6874,                0.88084,                0.98612,                0.50717,                0.61803,                 0.6012,                0.20213,                 2.3593,                  1.159,                 1.1561,              0.0037828,              0.0037828,              0.0037828
                    159,                  1.985,                0.91513,                 1.0096,                0.57709,                0.68587,                0.69493,                0.30051,                 1.9465,                 1.0938,                 1.0952,              0.0037432,              0.0037432,              0.0037432
                    160,                 1.8299,                0.95208,                0.99691,                0.49814,                0.60254,                0.59199,                0.20056,                 2.2993,                 1.2386,                 1.1388,              0.0037036,              0.0037036,              0.0037036
                    161,                 1.6058,                0.80553,                0.98801,                0.55654,                0.67645,                0.68155,                0.26852,                 2.0435,                  1.143,                 1.1086,               0.003664,               0.003664,               0.003664
                    162,                  1.692,                0.83276,                0.98655,                0.50935,                 0.6115,                0.60727,                0.21971,                 2.2153,                 1.2154,                   1.13,              0.0036244,              0.0036244,              0.0036244
                    163,                 1.6605,                0.85368,                0.97563,                0.58648,                0.69565,                0.70979,                0.30186,                 1.9219,                   1.13,                 1.0945,              0.0035848,              0.0035848,              0.0035848
                    164,                  1.803,                0.92685,                0.96701,                0.51613,                0.63886,                0.62872,                0.22458,                 2.1761,                 1.1643,                 1.1078,              0.0035452,              0.0035452,              0.0035452
                    165,                 1.4487,                0.76013,                0.98094,                0.52651,                0.65996,                0.64677,                0.22122,                 2.3053,                  1.153,                 1.1314,              0.0035056,              0.0035056,              0.0035056
                    166,                 1.6869,                0.86466,                 1.0018,                0.58111,                0.71178,                0.70698,                0.26654,                 2.1409,                  1.128,                 1.1071,               0.003466,               0.003466,               0.003466
                    167,                 1.6689,                0.84334,                0.98512,                    0.6,                0.71658,                0.73297,                0.31099,                  1.957,                 1.0915,                 1.0812,              0.0034264,              0.0034264,              0.0034264
                    168,                 1.9546,                0.95005,                0.98659,                0.60161,                0.71531,                0.72792,                0.30638,                 1.9898,                 1.0746,                 1.0816,              0.0033868,              0.0033868,              0.0033868
                    169,                 1.4946,                0.77749,                0.98842,                0.54075,                0.64973,                0.64693,                0.21589,                 2.3154,                 1.1584,                 1.1208,              0.0033472,              0.0033472,              0.0033472
                    170,                 1.9585,                0.87057,                0.97733,                0.56765,                0.68043,                0.67477,                0.24489,                 2.1877,                 1.1151,                 1.1042,              0.0033076,              0.0033076,              0.0033076
                    171,                 1.3525,                0.73411,                0.97562,                0.59687,                0.65474,                0.67476,                 0.2451,                 2.2326,                 1.1047,                 1.1118,               0.003268,               0.003268,               0.003268
                    172,                 1.4354,                0.75289,                0.97996,                0.53637,                0.64828,                0.63525,                0.22956,                 2.2732,                 1.1604,                 1.1147,              0.0032284,              0.0032284,              0.0032284
                    173,                 1.6152,                0.83455,                0.96647,                0.60247,                0.72138,                0.71194,                0.30579,                 1.9357,                 1.0764,                 1.0673,              0.0031888,              0.0031888,              0.0031888
                    174,                 1.5716,                0.80157,                0.97787,                0.56428,                  0.675,                0.66735,                0.25415,                 2.1385,                 1.1048,                 1.0917,              0.0031492,              0.0031492,              0.0031492
                    175,                 1.5321,                0.81107,                0.96806,                0.52083,                0.62264,                0.62432,                 0.2127,                 2.2913,                 1.1662,                 1.1222,              0.0031096,              0.0031096,              0.0031096
                    176,                 1.4353,                0.79773,                0.96909,                0.50739,                0.63723,                0.62888,                0.22799,                 2.2588,                 1.1182,                 1.1243,                0.00307,                0.00307,                0.00307
                    177,                 2.1061,                0.99266,                 1.0311,                0.58198,                0.69565,                0.69869,                 0.2819,                 2.0737,                 1.0834,                 1.0785,              0.0030304,              0.0030304,              0.0030304
                    178,                 1.6428,                0.82319,                0.97186,                 0.5568,                0.68777,                0.67796,                0.25848,                  2.086,                 1.0859,                 1.0704,              0.0029908,              0.0029908,              0.0029908
                    179,                 1.4175,                0.76406,                 0.9707,                 0.5241,                0.65607,                0.65234,                0.24935,                 2.1524,                 1.1207,                 1.0846,              0.0029512,              0.0029512,              0.0029512
                    180,                 1.8883,                 0.9106,                0.97889,                0.61843,                0.69304,                0.71727,                  0.327,                 1.8823,                  1.029,                 1.0628,              0.0029116,              0.0029116,              0.0029116
                    181,                 1.7074,                0.83621,                 0.9932,                0.61971,                0.61318,                0.65468,                0.27476,                 2.0293,                 1.0704,                 1.0911,               0.002872,               0.002872,               0.002872
                    182,                 1.4744,                   0.77,                0.93775,                0.57924,                0.59135,                0.62536,                0.25829,                 2.0863,                 1.1084,                 1.1078,              0.0028324,              0.0028324,              0.0028324
                    183,                 1.3949,                0.74839,                0.96389,                0.58674,                0.55199,                 0.6094,                0.23519,                 2.1793,                 1.1482,                 1.1254,              0.0027928,              0.0027928,              0.0027928
                    184,                 1.4237,                 0.7353,                0.95309,                0.58255,                0.60861,                0.63895,                0.28739,                 1.9719,                 1.0629,                 1.0995,              0.0027532,              0.0027532,              0.0027532
                    185,                 1.4158,                0.80913,                0.97974,                0.61865,                0.66063,                0.69314,                0.28655,                 2.0458,                 1.0211,                 1.0856,              0.0027136,              0.0027136,              0.0027136
                    186,                   1.62,                0.88265,                 1.0066,                0.58549,                0.64091,                0.67448,                0.24557,                  2.198,                 1.0645,                 1.0973,               0.002674,               0.002674,               0.002674
                    187,                 1.4752,                0.75356,                 0.9866,                0.64322,                0.68496,                0.73479,                0.31097,                 1.9694,                0.99651,                 1.0757,              0.0026344,              0.0026344,              0.0026344
                    188,                 1.5308,                0.76315,                0.95448,                0.66905,                0.60339,                0.68379,                 0.2674,                  2.111,                 1.0248,                 1.0891,              0.0025948,              0.0025948,              0.0025948
                    189,                 1.8599,                 1.0536,                 1.0372,                0.66291,                0.61984,                0.69492,                0.31039,                 1.9262,                 1.0013,                 1.0775,              0.0025552,              0.0025552,              0.0025552
                    190,                 1.5096,                0.78928,                 0.9791,                0.73607,                0.66119,                0.76358,                0.34115,                  1.901,                 0.9499,                 1.0639,              0.0025156,              0.0025156,              0.0025156
                    191,                 1.4429,                0.74563,                0.96947,                0.69353,                0.69004,                0.74629,                0.31222,                 2.0118,                0.95955,                 1.0569,               0.002476,               0.002476,               0.002476
                    192,                 1.5014,                 0.7638,                0.95228,                0.79277,                0.71544,                0.81767,                 0.3845,                 1.8034,                0.88326,                 1.0355,              0.0024364,              0.0024364,              0.0024364
                    193,                 1.5245,                0.78992,                0.97983,                0.78265,                0.70237,                0.79946,                0.34236,                  1.938,                0.92087,                 1.0461,              0.0023968,              0.0023968,              0.0023968
                    194,                 1.5746,                0.88708,                0.93482,                0.77955,                0.72237,                  0.807,                0.35221,                 1.8982,                0.92203,                  1.036,              0.0023572,              0.0023572,              0.0023572
                    195,                 1.5729,                0.82365,                0.93925,                 0.7906,                0.72041,                0.80926,                0.35066,                 1.9271,                0.90529,                  1.043,              0.0023176,              0.0023176,              0.0023176
                    196,                 1.3769,                0.79096,                0.97128,                0.76427,                0.72636,                0.81283,                0.35315,                 1.9425,                0.91782,                 1.0508,               0.002278,               0.002278,               0.002278
                    197,                 1.5913,                0.84173,                 0.9999,                0.75845,                0.74577,                0.82098,                0.36315,                 1.9225,                0.89109,                 1.0489,              0.0022384,              0.0022384,              0.0022384
                    198,                 1.4378,                0.79196,                 1.0158,                0.72108,                0.73995,                0.79047,                 0.3209,                 2.0916,                0.93508,                 1.0722,              0.0021988,              0.0021988,              0.0021988
                    199,                 1.7805,                0.84888,                0.96894,                0.70989,                0.71487,                0.78803,                0.34463,                  1.961,                0.95357,                 1.0708,              0.0021592,              0.0021592,              0.0021592
                    200,                 1.4624,                0.74879,                 0.9526,                0.70775,                0.66292,                0.73762,                0.32585,                 1.9606,                 1.0115,                 1.0838,              0.0021196,              0.0021196,              0.0021196
                    201,                 1.5922,                0.79671,                0.95428,                 0.6234,                0.57292,                0.63027,                0.26387,                 2.1521,                 1.1219,                 1.1273,                0.00208,                0.00208,                0.00208
                    202,                 1.4913,                0.81311,                0.93921,                0.60294,                 0.5361,                0.59707,                0.26228,                 2.1194,                 1.1943,                 1.1428,              0.0020404,              0.0020404,              0.0020404
                    203,                 1.3717,                0.80027,                0.98063,                0.69763,                0.64665,                0.70917,                0.28585,                 2.1116,                 1.0556,                 1.0945,              0.0020008,              0.0020008,              0.0020008
                    204,                 1.7535,                0.83646,                0.97083,                0.73924,                0.67413,                0.75814,                0.33555,                 1.9666,                0.97797,                 1.0499,              0.0019612,              0.0019612,              0.0019612
                    205,                 1.5905,                 0.8264,                0.99091,                0.72534,                0.70742,                0.77051,                0.33986,                 1.9197,                 1.0034,                 1.0454,              0.0019216,              0.0019216,              0.0019216
                    206,                 1.5171,                0.78484,                0.95634,                0.71656,                0.70307,                0.75629,                0.29456,                 2.0476,                 1.0699,                 1.0573,               0.001882,               0.001882,               0.001882
                    207,                 1.4742,                0.81809,                0.93366,                0.73561,                 0.6985,                0.77059,                0.32754,                 1.9599,                 1.0593,                 1.0542,              0.0018424,              0.0018424,              0.0018424
                    208,                  1.604,                0.81249,                 0.9465,                0.72118,                0.69846,                0.76911,                0.32855,                 1.9311,                 1.0589,                 1.0516,              0.0018028,              0.0018028,              0.0018028
                    209,                 1.4482,                0.74603,                0.94806,                0.67606,                0.69964,                 0.7655,                0.31215,                 2.0152,                 1.0881,                 1.0617,              0.0017632,              0.0017632,              0.0017632
                    210,                  1.522,                0.78046,                0.93234,                0.63428,                0.71548,                0.75781,                0.32336,                 1.9341,                 1.0756,                 1.0547,              0.0017236,              0.0017236,              0.0017236
                    211,                 1.5737,                0.78301,                0.94598,                0.69949,                0.70589,                0.77592,                0.33057,                  1.933,                 1.0538,                 1.0561,               0.001684,               0.001684,               0.001684
                    212,                 1.5416,                0.75524,                0.93498,                0.73031,                0.68355,                0.76573,                  0.325,                  1.952,                 1.0579,                 1.0568,              0.0016444,              0.0016444,              0.0016444
                    213,                 1.4632,                0.73163,                0.92694,                0.75444,                0.69085,                0.78202,                0.35114,                 1.8733,                 1.0081,                 1.0512,              0.0016048,              0.0016048,              0.0016048
                    214,                 1.3868,                0.72221,                0.94172,                0.75805,                0.68473,                0.77958,                0.32396,                 1.9742,                 1.0436,                 1.0582,              0.0015652,              0.0015652,              0.0015652
                    215,                  1.544,                0.77594,                0.95067,                0.74332,                0.71132,                0.79905,                0.36238,                 1.8507,                 1.0049,                 1.0488,              0.0015256,              0.0015256,              0.0015256
                    216,                 1.3158,                0.68582,                0.93376,                0.72227,                0.69525,                0.78358,                0.33402,                 1.9295,                 1.0124,                 1.0559,               0.001486,               0.001486,               0.001486
                    217,                 1.2989,                0.69241,                0.93735,                0.72992,                0.72501,                0.80043,                0.34935,                 1.8822,                0.98419,                 1.0514,              0.0014464,              0.0014464,              0.0014464
                    218,                 1.6557,                 1.0494,                 1.0662,                0.73928,                0.72563,                0.79744,                0.36033,                 1.8398,                0.96083,                 1.0456,              0.0014068,              0.0014068,              0.0014068
                    219,                 1.3713,                0.70758,                0.93271,                0.72209,                0.73755,                0.79543,                0.37097,                 1.8174,                0.95377,                 1.0438,              0.0013672,              0.0013672,              0.0013672
                    220,                  1.545,                0.74532,                0.95375,                0.71518,                0.67998,                0.76435,                0.33984,                  1.906,                0.96758,                 1.0515,              0.0013276,              0.0013276,              0.0013276
                    221,                 1.6126,                0.84901,                0.96955,                0.71382,                0.68415,                0.76525,                 0.3469,                 1.8761,                 0.9452,                 1.0486,               0.001288,               0.001288,               0.001288
                    222,                 1.3575,                0.72703,                0.93794,                0.72487,                0.71322,                0.78789,                0.35707,                 1.8589,                0.92969,                 1.0463,              0.0012484,              0.0012484,              0.0012484
                    223,                 1.4129,                0.72837,                0.94175,                0.66996,                0.72699,                 0.7851,                 0.3656,                 1.8506,                0.92035,                  1.045,              0.0012088,              0.0012088,              0.0012088
                    224,                 1.4031,                 0.7212,                0.91704,                0.68229,                0.73451,                0.79894,                0.37236,                 1.8203,                0.91616,                 1.0407,              0.0011692,              0.0011692,              0.0011692
                    225,                 1.4177,                0.75754,                0.94265,                0.67485,                0.67372,                0.76584,                0.33491,                 1.9272,                0.96281,                 1.0543,              0.0011296,              0.0011296,              0.0011296
                    226,                 1.3469,                0.72551,                0.91966,                0.62274,                0.71037,                0.75756,                0.32538,                 1.9764,                0.97241,                 1.0587,                0.00109,                0.00109,                0.00109
                    227,                 1.5668,                0.76526,                0.95384,                0.58792,                0.74058,                  0.751,                0.32439,                 1.9569,                  0.987,                 1.0604,              0.0010504,              0.0010504,              0.0010504
                    228,                 1.4194,                0.79152,                0.97582,                0.58444,                0.72491,                0.74589,                0.31703,                 1.9774,                 1.0163,                 1.0616,              0.0010108,              0.0010108,              0.0010108
                    229,                 1.3268,                0.71223,                0.97303,                 0.5896,                0.73116,                0.75378,                0.32024,                 1.9766,                   1.02,                 1.0577,              0.0009712,              0.0009712,              0.0009712
                    230,                  1.339,                0.68916,                0.94312,                0.58832,                0.73514,                0.75607,                 0.3279,                 1.9331,                  1.022,                  1.056,              0.0009316,              0.0009316,              0.0009316
                    231,                 1.2983,                0.66499,                0.92945,                   0.59,                0.73179,                0.75503,                0.32662,                 1.9197,                 1.0269,                 1.0521,               0.000892,               0.000892,               0.000892
                    232,                  1.495,                0.76111,                0.93093,                0.58982,                0.73786,                0.75442,                0.33004,                 1.9224,                 1.0186,                  1.051,              0.0008524,              0.0008524,              0.0008524
                    233,                 1.4201,                0.72351,                0.93983,                0.59335,                0.72763,                0.75645,                0.34194,                 1.8801,                 0.9802,                 1.0446,              0.0008128,              0.0008128,              0.0008128
                    234,                 1.6978,                0.80751,                 0.9598,                0.66001,                0.66792,                0.75666,                0.34198,                 1.8791,                0.97809,                 1.0434,              0.0007732,              0.0007732,              0.0007732
                    235,                 1.4744,                0.76241,                0.93207,                0.68177,                0.67391,                0.77303,                0.35379,                 1.8521,                0.96509,                 1.0419,              0.0007336,              0.0007336,              0.0007336
                    236,                 1.2442,                0.66928,                0.93952,                0.74506,                0.66513,                0.77882,                0.34987,                  1.853,                0.96589,                 1.0414,               0.000694,               0.000694,               0.000694
                    237,                 1.4207,                0.74389,                0.92946,                0.74777,                0.66241,                0.78201,                0.34585,                 1.8793,                0.97221,                 1.0429,              0.0006544,              0.0006544,              0.0006544
                    238,                 1.2023,                0.64037,                0.92871,                0.73431,                0.65281,                0.76831,                0.33928,                 1.8977,                0.98321,                 1.0436,              0.0006148,              0.0006148,              0.0006148
                    239,                 1.3333,                0.68542,                0.90821,                0.61434,                0.74698,                0.77263,                 0.3402,                  1.894,                0.97929,                 1.0448,              0.0005752,              0.0005752,              0.0005752
                    240,                 1.2892,                0.70414,                0.92785,                0.61943,                0.74661,                0.78108,                0.35031,                 1.8601,                0.97688,                 1.0405,              0.0005356,              0.0005356,              0.0005356
                    241,                 1.1911,                0.64303,                0.93204,                0.70321,                0.69167,                0.78506,                0.36215,                 1.8203,                0.97269,                 1.0356,               0.000496,               0.000496,               0.000496
                    242,                 1.2235,                0.65479,                0.92906,                0.60346,                0.76313,                0.77461,                0.35767,                 1.8276,                0.98737,                 1.0365,              0.0004564,              0.0004564,              0.0004564
                    243,                 1.4688,                0.76453,                0.93173,                0.61528,                0.76585,                0.78013,                0.36143,                 1.8225,                0.99603,                 1.0344,              0.0004168,              0.0004168,              0.0004168
                    244,                 1.4048,                0.75239,                0.96889,                0.62461,                0.76168,                0.78544,                0.36028,                 1.8243,                 1.0055,                 1.0358,              0.0003772,              0.0003772,              0.0003772
                    245,                 1.3515,                0.72414,                0.92903,                0.61819,                0.75688,                0.78034,                0.35395,                 1.8365,                 1.0278,                   1.04,              0.0003376,              0.0003376,              0.0003376
                    246,                 1.1757,                0.66428,                0.93686,                0.61356,                0.75145,                0.77236,                0.35187,                 1.8436,                 1.0329,                 1.0415,               0.000298,               0.000298,               0.000298
                    247,                 1.4277,                 0.8318,                 0.9801,                0.61025,                0.74873,                0.77472,                 0.3479,                 1.8573,                 1.0437,                 1.0447,              0.0002584,              0.0002584,              0.0002584
                    248,                 1.5348,                0.78542,                 0.9504,                0.60857,                0.74937,                0.77442,                0.34767,                 1.8556,                 1.0476,                 1.0458,              0.0002188,              0.0002188,              0.0002188
                    249,                 1.1797,                0.64639,                0.90987,                0.59906,                0.74185,                0.76624,                0.34367,                 1.8599,                 1.0549,                 1.0468,              0.0001792,              0.0001792,              0.0001792
